Order ID,Date,Sum
951060,9/18/2022,1128.24
951705,4/8/2023,280.14
952146,9/30/2022,1749.42
952544,2/15/2023,346.02
955008,8/6/2022,6925.05
955893,6/22/2022,3441.36
956010,2/25/2023,955.38
956556,6/3/2022,4074.0
958800,7/10/2022,765.4
959313,1/11/2023,7333.92
959605,5/8/2022,656.07
960269,12/11/2022,6497.76
961935,12/30/2022,1624.48
961938,7/25/2022,2732.52
963436,2/14/2023,2146.92
966195,1/11/2023,225.94
967101,9/28/2022,280.18
968012,9/11/2022,220.53
968151,11/4/2022,3185.12
969453,1/14/2023,1750.8
969459,4/2/2023,2016.75
971756,7/1/2022,4327.2
972945,10/27/2022,2117.4
973636,2/23/2023,1763.58
973654,10/4/2022,395.8
974667,7/16/2022,2489.85
975524,9/15/2022,4484.77
976744,3/31/2023,5049.85
977057,11/1/2022,3621.48
977306,6/3/2022,1012.56
979089,4/12/2022,1233.28
979768,3/8/2023,996.3
981102,9/10/2022,3489.15
981978,10/5/2022,4416.16
983289,8/8/2022,2706.06
984598,3/9/2023,6498.45
985981,7/12/2022,140.97
986476,12/3/2022,770.8
986553,11/14/2022,2241.11
986672,9/15/2022,8571.6
986951,1/26/2023,4365.48
987121,4/5/2023,1660.4
989826,2/28/2023,1953.18
991114,7/16/2022,1765.02
991324,6/9/2022,1107.4
992424,12/1/2022,2316.95
994122,2/28/2023,1036.8
996259,5/5/2022,4249.76
996426,12/26/2022,1594.4
997149,9/18/2022,2011.44
997979,7/29/2022,2780.64
998357,3/4/2023,362.75
998868,10/12/2022,4220.97
999806,1/20/2023,1235.68
