Product ID,Product,Description,Price,Category
290,Flawless Finish Dual Perfection Makeup SPF 8 Cream,This remedy is used to treat insomnia and promote sleep.,75.11,Novartis
291,Ammonium Lactate,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,333.44,AbbVie
292,NIGHT-TIME,This medication is used to treat high blood pressure,176.36,GlaxoSmithKline
293,U-max Whitening Functional Essence,This remedy is used to treat insomnia and promote sleep.,390.32,Sanofi
294,Tan Foundation SPF 15,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,75.29,AbbVie
295,BETULA LENTA POLLEN,This medicine is used to manage anxiety and panic disorders,431.02,Pfizer
296,DYSMENORRHEA FATIGUE,This medication is used to treat high blood pressure,104.46,Roche
297,Loesch Original Kleer-Plex,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,409.28,Bristol-Myers Squibb
298,Zermat Kiwi with Fragrance,This prescription helps to control seizures in individuals with epilepsy,299.08,Johnson & Johnson
299,TABLOID,This medication is prescribed to treat depression and improve mood,70.87,Merck
300,Lidocaine Hydrochloride,This prescription helps to control seizures in individuals with epilepsy,168.39,Merck
301,TAZTIA,This drug is used to relieve symptoms of allergies such as sneezing and itching,301.79,Sanofi
302,footlogix,This medication is used to treat high blood pressure,465.41,AstraZeneca
303,Aspergillus fumigatus,This medication is prescribed to treat depression and improve mood,97.46,GlaxoSmithKline
304,PEGINTRON,This medication is prescribed to treat depression and improve mood,395.23,Johnson & Johnson
305,Levetiracetam,This medication is prescribed to treat depression and improve mood,352.76,Merck
306,Adderall,This remedy is used to treat insomnia and promote sleep.,446.78,Johnson & Johnson
307,SHISEIDO ADVANCED HYDRO-LIQUID COMPACT (REFILL),This medication is used to treat high blood pressure,146.31,GlaxoSmithKline
308,Olanzapine,This drug is prescribed to relieve pain and reduce fever,192.66,Pfizer
309,Fleet,This medicine is used to manage anxiety and panic disorders,193.58,Sanofi
310,Topiramate,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,220.15,AbbVie
311,fexofenadine hydrochloride,This medicine is used to manage anxiety and panic disorders,181.13,Roche
312,Proactiv plus Skin Purifying Mask,This remedy is used to treat insomnia and promote sleep.,472.94,Merck
313,Blackhead Clearing Scrub,This drug is prescribed to relieve pain and reduce fever,57.18,Merck
314,Ondansetron Hydrochloride,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,299.2,Roche
315,Alprazolam,This medicine is used to manage anxiety and panic disorders,155.77,Novartis
316,Allerest,This medication is prescribed to treat depression and improve mood,301.45,AstraZeneca
317,Shopko Antibacterial Hand Sanitizer,This remedy is used to reduce inflammation and pain caused by arthritis,473.06,AbbVie
318,ISOVUE,This remedy is used to reduce inflammation and pain caused by arthritis,151.07,AbbVie
319,Lorazepam,This medication is prescribed to treat depression and improve mood,340.29,Sanofi
320,SIMPLY RIGHT BODY CARE,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,341.56,Roche
321,Disopyramide Phosphate,This medicine is used to manage anxiety and panic disorders,479.68,Sanofi
322,Levothyroxine sodium,This medication is used to treat high blood pressure,325.6,Roche
323,Ipratropium Bromide,This remedy is used to reduce inflammation and pain caused by arthritis,378.31,Roche
324,Telmisartan and Hydrochlorothiazide,This medication is prescribed to treat depression and improve mood,78.51,Sanofi
325,Skin So Soft Bug Guard Plus IR3535,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,167.93,Pfizer
326,Amoxicillin and Clavulanate Potassium,This medication is used to treat high blood pressure,462.57,Sanofi
327,Gabapentin,This medication is prescribed to treat depression and improve mood,429.42,Sanofi
328,Potassium Chloride,This remedy is used to reduce inflammation and pain caused by arthritis,253.25,Bristol-Myers Squibb
329,OXYGEN,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,317.47,AbbVie
330,LOESTRIN 21 1.5/30,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,217.15,Merck
331,Zolpidem Tartrate,This medicine is used to manage anxiety and panic disorders,69.83,Sanofi
332,Hydrogen Peroxide,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,50.75,GlaxoSmithKline
333,CALC FLUOR,This prescription helps to control seizures in individuals with epilepsy,252.41,Novartis
334,Clorazepate Dipotassium,This medication is prescribed to treat depression and improve mood,477.74,AstraZeneca
335,DocQLace,This medicine is used to manage anxiety and panic disorders,401.26,Johnson & Johnson
336,Arsenicum Cerebrum,This drug is prescribed to relieve pain and reduce fever,401.31,Sanofi
337,LIVESTS Moist Liquid,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,285.02,AstraZeneca
338,CYCLOBENZAPRINE HYROCHLORIDE,This remedy is used to treat insomnia and promote sleep.,89.14,Bristol-Myers Squibb
339,Up and Up anti itch,This medication is prescribed to treat depression and improve mood,82.51,AstraZeneca
340,Childrens Allergy Relief,This remedy is used to reduce inflammation and pain caused by arthritis,147.78,Bristol-Myers Squibb
341,Trifluoperazine Hydrochloride,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,365.44,Johnson & Johnson
342,Amlodipine besylate and benazepril hydrochloride,This drug is used to relieve symptoms of allergies such as sneezing and itching,337.52,GlaxoSmithKline
343,Sertraline Hydrochloride,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,61.32,Roche
344,MicroKlenz Antimicrobial,This medicine is used to manage anxiety and panic disorders,97.56,AstraZeneca
345,Montelukast Sodium,This medicine is used to manage anxiety and panic disorders,213.82,AbbVie
346,stomach relief,This remedy is used to reduce inflammation and pain caused by arthritis,437.04,Sanofi
347,Lemon Verbena Antibacterial Hand Wash,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,192.94,Johnson & Johnson
348,Bupivacaine Hydrochloride,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,204.7,Merck
349,meloxicam,This medication is used to treat high blood pressure,212.85,Pfizer
350,Perfecting Liquid Foundation Toffee Bronze,This medication is prescribed to treat depression and improve mood,359.09,AbbVie
351,Cesamet,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,127.39,Pfizer
352,Amoxicillin,This remedy is used to treat insomnia and promote sleep.,382.27,Sanofi
353,DURAGESIC,This drug is prescribed to relieve pain and reduce fever,431.49,AstraZeneca
354,Medi First Cramp,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,62.13,Bristol-Myers Squibb
355,LEVETIRACETAM,This medication is used to treat high blood pressure,188.31,GlaxoSmithKline
356,CENTER-AL - RUMEX CRISPUS POLLEN,This remedy is used to reduce inflammation and pain caused by arthritis,375.01,Bristol-Myers Squibb
357,Dextrose and Sodium Chloride,This medication is used to treat high blood pressure,385.06,GlaxoSmithKline
358,Levofloxacin,This remedy is used to reduce inflammation and pain caused by arthritis,385.96,AbbVie
359,Aterra E-2 Sanitizing Foam Hand Wash,This drug is prescribed to relieve pain and reduce fever,462.27,AbbVie
360,Anti-Diarrheal,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,479.89,Novartis
361,5 Large Intestine,This remedy is used to treat insomnia and promote sleep.,498.11,AstraZeneca
362,Guanfacine,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,188.37,Roche
363,Exuviance CoverBlend Skin Caring Foundation,This prescription helps to control seizures in individuals with epilepsy,189.28,Novartis
364,Thuja Thymus comp.,This remedy is used to reduce inflammation and pain caused by arthritis,247.05,Pfizer
365,Valsartan and Hydrochlorothiazide,This medication is used to treat high blood pressure,418.92,Bristol-Myers Squibb
366,LIME,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,264.16,Novartis
367,kirkland signature pain relief,This drug is prescribed to relieve pain and reduce fever,70.1,AstraZeneca
368,Lisinopril and Hydrochlorothiazide,This medication is used to treat high blood pressure,298.67,Johnson & Johnson
369,BETULA NIGRA POLLEN,This medication is used to treat high blood pressure,355.17,Merck
370,Cephalexin,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,228.86,Merck
371,Bladder Complex,This medicine is used to manage anxiety and panic disorders,171.52,GlaxoSmithKline
372,Sinus Congestion and Pain Severe,This drug is used to relieve symptoms of allergies such as sneezing and itching,216.14,AbbVie
373,dg health antacid calcium supplement,This remedy is used to reduce inflammation and pain caused by arthritis,242.82,Bristol-Myers Squibb
374,Gentle Stool Softener,This medication is prescribed to treat depression and improve mood,413.15,Johnson & Johnson
375,Doribax,This drug is prescribed to relieve pain and reduce fever,211.04,Bristol-Myers Squibb
376,Dove,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,408.04,Novartis
377,Nicotine,This medication is used to treat high blood pressure,388.62,Johnson & Johnson
378,Cefoxitin,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,466.59,Pfizer
379,Decon Hand Instant Hand Sanitizer,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,373.51,GlaxoSmithKline
380,MMA Elite Pain Relief,This medication is used to treat high blood pressure,470.44,Johnson & Johnson
381,Licorice,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,237.2,AbbVie
382,Pacific Anti-bacterial Hand Cleanse Kiwi Essence,This remedy is used to reduce inflammation and pain caused by arthritis,222.3,Merck
383,dg health cold head congestion severe,This drug is used to relieve symptoms of allergies such as sneezing and itching,226.72,Pfizer
384,Sesame,This medication is prescribed to treat depression and improve mood,194.49,GlaxoSmithKline
385,Neutrogena Pure and free Baby Sunblock,This prescription helps to control seizures in individuals with epilepsy,315.44,Novartis
386,Body Wash,This remedy is used to treat insomnia and promote sleep.,403.06,Bristol-Myers Squibb
387,Captopril,This prescription helps to control seizures in individuals with epilepsy,442.37,AstraZeneca
388,Methylphenidate Hydrochloride,This medication is used to treat high blood pressure,426.8,Merck
389,MAX HYALURONIC STEMCELL SLEEPING PACK,This medication is used to treat high blood pressure,95.61,Johnson & Johnson
390,Sulfamethoxazole and Trimethoprim,This medication is prescribed to treat depression and improve mood,470.23,Novartis
391,HYPERICUM PERFORATUM,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,97.32,Sanofi
392,Winter Vanilla Hand Sanitizer,This medication is used to treat high blood pressure,111.92,Roche
393,Miconazole 7,This prescription helps to control seizures in individuals with epilepsy,183.26,Merck
394,Disney PIXAR MONSTERS UNIVERSITY Antibacterial Hand Wipes,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,171.91,Bristol-Myers Squibb
395,SUN Solar Defense Oil-free SPF 30,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,394.31,AbbVie
396,BANANA BOAT,This drug is prescribed to relieve pain and reduce fever,235.17,Roche
397,Ceftriaxone,This drug is used to relieve symptoms of allergies such as sneezing and itching,264.16,Johnson & Johnson
398,Hydrochlorothiazide,This prescription helps to control seizures in individuals with epilepsy,313.49,Novartis
399,Gabapentin,This drug is used to relieve symptoms of allergies such as sneezing and itching,217.44,Roche
400,Colgate MaxFresh Fresh Mint,This remedy is used to treat insomnia and promote sleep.,193.67,Johnson & Johnson
401,Poli-A,This prescription helps to control seizures in individuals with epilepsy,496.35,GlaxoSmithKline
402,Bethanechol Chloride,This medication is used to treat high blood pressure,159.19,Johnson & Johnson
403,Morphine Sulfate,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,493.15,Johnson & Johnson
404,ARTHRITIS RELIEF,This remedy is used to reduce inflammation and pain caused by arthritis,198.86,Roche
405,Endoxcin,This drug is used to relieve symptoms of allergies such as sneezing and itching,253.07,Novartis
406,Ursodiol,This drug is used to relieve symptoms of allergies such as sneezing and itching,149.41,Sanofi
407,Total Protrector 15,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,325.53,Pfizer
408,Childrens Ibuprofen,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,170.56,Bristol-Myers Squibb
409,Pumpkin Spice Antibacterial Hand Sanitizer,This medication is prescribed to treat depression and improve mood,487.64,Roche
410,acyclovir,This medication is prescribed to treat depression and improve mood,180.47,Johnson & Johnson
411,SUPER CITY BLOCK,This remedy is used to reduce inflammation and pain caused by arthritis,110.66,Bristol-Myers Squibb
412,Megestrol Acetate,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,406.11,GlaxoSmithKline
413,Betula Argentum,This remedy is used to reduce inflammation and pain caused by arthritis,182.42,Roche
414,Pure Finish Mineral Powder Foundation SPF 20 Pure Finish 8,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,307.33,Pfizer
415,Leucovorin Calcium,This medication is used to treat high blood pressure,396.12,AbbVie
416,Carbamazepine,This medicine is used to manage anxiety and panic disorders,218.85,Merck
417,Clean and Clear Advantage,This remedy is used to reduce inflammation and pain caused by arthritis,390.59,Roche
418,Metformin Hydrochloride,This remedy is used to reduce inflammation and pain caused by arthritis,387.52,Merck
419,Gemfibrozil,This medication is prescribed to treat depression and improve mood,234.02,Novartis
420,Repaglinide,This remedy is used to treat insomnia and promote sleep.,346.02,Pfizer
421,POLYMYXIN B SULFATE and TRIMETHOPRIM SULFATE,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,460.76,Novartis
422,Losartan Potassium,This medication is used to treat high blood pressure,141.28,Pfizer
423,ATORVASTATIN CALCIUM,This prescription helps to control seizures in individuals with epilepsy,303.14,Pfizer
424,Imipramine Pamoate,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,497.35,Roche
425,Wheat Smut,This medication is used to treat high blood pressure,55.51,Bristol-Myers Squibb
426,Tums,This drug is prescribed to relieve pain and reduce fever,181.66,Bristol-Myers Squibb
427,CELEBREX,This medication is prescribed to treat depression and improve mood,271.61,Sanofi
428,Achromycin V,This remedy is used to reduce inflammation and pain caused by arthritis,265.36,AstraZeneca
429,Midodrine Hydrochloride,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,445.67,GlaxoSmithKline
430,Altair Hand Care System Foam Anti-Bacterial Hand,This medication is prescribed to treat depression and improve mood,100.28,Sanofi
431,Fludarabine Phosphate,This drug is used to relieve symptoms of allergies such as sneezing and itching,178.91,Pfizer
432,Homeopathic Remedy Kit 200c,This medicine is used to manage anxiety and panic disorders,313.86,Merck
433,KAPOK,This remedy is used to treat insomnia and promote sleep.,407.11,Johnson & Johnson
434,Propranolol Hydrochloride,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,116.22,Sanofi
435,Midazolam HCl,This remedy is used to reduce inflammation and pain caused by arthritis,440.97,GlaxoSmithKline
436,Good Neighbor Pharmacy Nicotine,This medication is used to treat high blood pressure,243.74,Roche
437,Ceftriaxone,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,450.24,Pfizer
438,Anti-Itch Wal-Dryl,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,495.51,Bristol-Myers Squibb
439,Ibuprofen,This drug is used to relieve symptoms of allergies such as sneezing and itching,195.54,Merck
440,Oxybutynin Chloride,This medicine is used to manage anxiety and panic disorders,354.05,AstraZeneca
441,Ferrum Phos Kit Refill,This medication is used to treat high blood pressure,258.48,Novartis
442,Lamotrigine,This medicine is used to manage anxiety and panic disorders,126.41,Roche
443,DEODORANT,This drug is prescribed to relieve pain and reduce fever,484.74,Pfizer
444,Best Choice,This prescription helps to control seizures in individuals with epilepsy,90.56,Johnson & Johnson
445,Garnier Fructis Antidandruff,This medicine is used to manage anxiety and panic disorders,277.26,AstraZeneca
446,Dexamethasone Sodium Phosphate,This medicine is used to manage anxiety and panic disorders,84.2,Sanofi
447,good neighbor pharmacy cold,This medicine is used to manage anxiety and panic disorders,150.09,AstraZeneca
448,HAWAIIAN Tropic,This medication is prescribed to treat depression and improve mood,393.4,Novartis
449,Alprazolam,This medicine is used to manage anxiety and panic disorders,373.28,Pfizer
450,Antiseptic Hand Gel,This medication is prescribed to treat depression and improve mood,394.75,Merck
451,Gabapentin,This remedy is used to treat insomnia and promote sleep.,460.82,AbbVie
452,Nabumetone,This remedy is used to reduce inflammation and pain caused by arthritis,354.85,AbbVie
453,Regular Strength Aspirin EC,This medication is used to treat high blood pressure,443.59,Merck
454,Lisinopril and Hydrochlorothiazide,This medication is prescribed to treat depression and improve mood,436.23,AstraZeneca
455,GENTAMICIN SULFATE,This drug is prescribed to relieve pain and reduce fever,349.9,Sanofi
456,Oxygen,This remedy is used to treat insomnia and promote sleep.,158.87,AbbVie
457,Saline Refills,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,475.76,GlaxoSmithKline
458,Lamotrigine,This remedy is used to reduce inflammation and pain caused by arthritis,281.48,Bristol-Myers Squibb
459,Cerebellum Thalamus A Aurum,This remedy is used to treat insomnia and promote sleep.,313.66,Novartis
460,Sisal,This remedy is used to treat insomnia and promote sleep.,433.95,Pfizer
461,Acetaminophen,This medication is prescribed to treat depression and improve mood,155.75,AbbVie
462,Ibuprofen,This remedy is used to reduce inflammation and pain caused by arthritis,394.07,Novartis
463,QVAR,This remedy is used to reduce inflammation and pain caused by arthritis,420.96,AbbVie
464,Body Luxuries Coconut Vanilla Waterless Anti-bacterial Hand Sanitizer,This drug is used to relieve symptoms of allergies such as sneezing and itching,149.42,Novartis
465,Lactovit Men Roll-On Antiperspirant Deodorant,This drug is prescribed to relieve pain and reduce fever,192.76,Johnson & Johnson
466,povidine iodine,This medication is prescribed to treat depression and improve mood,343.41,Johnson & Johnson
467,heartburn relief,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,357.99,AstraZeneca
468,Pramipexole Dihydrochloride,This medication is prescribed to treat depression and improve mood,179.84,Roche
469,HISTAPRIN,This medication is used to treat high blood pressure,202.4,AstraZeneca
470,Omeprazole,This drug is used to relieve symptoms of allergies such as sneezing and itching,440.32,Roche
471,Childrens Plus Cough and Runny Nose,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,158.95,Bristol-Myers Squibb
472,Naproxen,This remedy is used to treat insomnia and promote sleep.,76.69,Merck
473,Curly Dock,This remedy is used to treat insomnia and promote sleep.,344.44,Merck
474,Leader,This prescription helps to control seizures in individuals with epilepsy,280.57,Novartis
475,Salsalate,This drug is prescribed to relieve pain and reduce fever,255.07,GlaxoSmithKline
476,Hepatatox,This remedy is used to reduce inflammation and pain caused by arthritis,297.58,Pfizer
477,Chooz,This medicine is used to manage anxiety and panic disorders,363.31,Pfizer
478,SEPIA,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,319.14,Johnson & Johnson
479,Miracle Rub,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,201.3,Pfizer
480,Acetylcholine Chloride,This drug is used to relieve symptoms of allergies such as sneezing and itching,461.26,AstraZeneca
481,Lovastatin,This remedy is used to treat insomnia and promote sleep.,289.69,AbbVie
482,Oral Care - Gingivitis,This remedy is used to reduce inflammation and pain caused by arthritis,225.94,Merck
483,Carbidopa and Levodopa,This medication is prescribed to treat depression and improve mood,175.6,Pfizer
484,Mometasone Furoate,This remedy is used to reduce inflammation and pain caused by arthritis,161.62,Bristol-Myers Squibb
485,Cephalexin,This remedy is used to treat insomnia and promote sleep.,80.39,AbbVie
486,CHAPSTICK CLASSICS SPEARMINT,This drug is prescribed to relieve pain and reduce fever,311.85,Pfizer
487,Scal-tonic intensive liquid,This remedy is used to reduce inflammation and pain caused by arthritis,101.84,Sanofi
488,Mefenamic acid,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,371.31,Sanofi
489,Riomet,This drug is prescribed to relieve pain and reduce fever,473.55,Roche
490,Wingscale,This prescription helps to control seizures in individuals with epilepsy,189.97,Novartis
491,Mucus Relief Cold and Sinus,This drug is prescribed to relieve pain and reduce fever,360.11,Pfizer
492,good sense cough dm,This remedy is used to treat insomnia and promote sleep.,423.27,Sanofi
493,Cabbage,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,279.53,Sanofi
494,Senna,This drug is used to relieve symptoms of allergies such as sneezing and itching,432.89,Johnson & Johnson
495,Isopropyl Alcohol,This medication is prescribed to treat depression and improve mood,489.55,Bristol-Myers Squibb
496,ACER NEGUNDO POLLEN,This medication is used to treat high blood pressure,161.59,Johnson & Johnson
497,ACONITUM NAPELLUS,This medication is used to treat high blood pressure,345.13,Bristol-Myers Squibb
498,DOXAZOSIN,This medication is used to treat high blood pressure,280.15,GlaxoSmithKline
499,health mart nasal decongestant pe,This medication is used to treat high blood pressure,176.17,AstraZeneca
500,Neutrogena Healthy Defense Daily Moisturizer,This medicine is used to manage anxiety and panic disorders,272.2,Johnson & Johnson
501,Topical Anesthetic,This drug is prescribed to relieve pain and reduce fever,76.98,Sanofi
502,Greasewood,This drug is used to relieve symptoms of allergies such as sneezing and itching,187.4,Pfizer
503,Raxibacumab,This remedy is used to reduce inflammation and pain caused by arthritis,201.96,Johnson & Johnson
504,Neomycin and Polymyxin B Sulfates and Bacitracin Zinc with Hydrocortisone Acetate,This drug is used to relieve symptoms of allergies such as sneezing and itching,356.62,Bristol-Myers Squibb
505,Promethazine Hydrochloride,This medication is used to treat high blood pressure,496.02,Roche
506,Sumatriptan Succinate,This medicine is used to manage anxiety and panic disorders,332.35,Bristol-Myers Squibb
507,Walgreens Cold Sore Treatment,This medicine is used to manage anxiety and panic disorders,263.81,Merck
508,Lamotrigine,This drug is used to relieve symptoms of allergies such as sneezing and itching,399.1,Bristol-Myers Squibb
509,Artificial Tears,This remedy is used to reduce inflammation and pain caused by arthritis,223.66,Novartis
510,Griseofulvin,This drug is used to relieve symptoms of allergies such as sneezing and itching,480.54,Novartis
511,Treatment Set TS332487,This remedy is used to treat insomnia and promote sleep.,446.47,GlaxoSmithKline
512,Nite-Time,This drug is prescribed to relieve pain and reduce fever,417.37,Novartis
513,LBEL FILLING EFFECT FOUNDATION SPF 10,This drug is prescribed to relieve pain and reduce fever,370.59,Pfizer
514,Levothyroxine Sodium,This remedy is used to reduce inflammation and pain caused by arthritis,329.54,Bristol-Myers Squibb
515,Surfak Stool Softener,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,329.89,Pfizer
516,Didanosine,This medicine is used to manage anxiety and panic disorders,271.86,AbbVie
517,XtraCare Foaming Facial Cleanser,This medication is used to treat high blood pressure,95.0,Novartis
518,SODIUM SULFACETAMIDE AND SULFUR,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,121.66,Pfizer
519,Nix Complete Maximum Strength Lice Elimination,This prescription helps to control seizures in individuals with epilepsy,218.48,Johnson & Johnson
520,Blue Spruce,This prescription helps to control seizures in individuals with epilepsy,350.11,AbbVie
521,good sense childrens all day allergy,This prescription helps to control seizures in individuals with epilepsy,488.92,GlaxoSmithKline
522,FLU,This medicine is used to manage anxiety and panic disorders,465.13,Merck
523,CAREONE,This medication is used to treat high blood pressure,82.01,Sanofi
524,Zyvox,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,369.75,Roche
525,Oxaliplatin,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,130.95,Roche
526,Motion Sickness Relief,This drug is used to relieve symptoms of allergies such as sneezing and itching,486.04,AbbVie
527,Phentermine Hydrochloride,This drug is prescribed to relieve pain and reduce fever,159.06,AbbVie
528,Rifamate,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,379.08,Novartis
529,Amlodipine and Atorvastatin,This medication is prescribed to treat depression and improve mood,238.01,AstraZeneca
530,Paricalcitol,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,267.83,Bristol-Myers Squibb
531,Antimonium Tart Kit Refill,This drug is prescribed to relieve pain and reduce fever,457.78,Pfizer
532,"Pollens - Weeds and Garden Plants, Dog Fennel, Eastern Eupatorium capillifolium",This remedy is used to reduce inflammation and pain caused by arthritis,118.36,Johnson & Johnson
533,Mannitol,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,299.7,AstraZeneca
534,LBel,This medication is prescribed to treat depression and improve mood,251.73,AstraZeneca
535,Monodox,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,302.56,Johnson & Johnson
536,Ibuprofen,This medicine is used to manage anxiety and panic disorders,345.24,GlaxoSmithKline
537,nifedipine,This medication is used to treat high blood pressure,495.17,Pfizer
538,Gas-X,This remedy is used to treat insomnia and promote sleep.,474.8,Roche
539,Fungicure,This medication is used to treat high blood pressure,282.68,Bristol-Myers Squibb
540,Oxymorphone hydrochloride,This medication is prescribed to treat depression and improve mood,449.84,Novartis
541,Medpride,This prescription helps to control seizures in individuals with epilepsy,457.93,Johnson & Johnson
542,Phentermine Hydrochloride,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,95.32,AbbVie
543,Dimenhydrinate,This medication is used to treat high blood pressure,251.25,Roche
544,Mucinex Sinus-Max,This drug is prescribed to relieve pain and reduce fever,119.98,Bristol-Myers Squibb
545,Healthcare Antiseptic Towelette,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,306.35,Johnson & Johnson
546,Triadine,This medication is used to treat high blood pressure,211.12,Bristol-Myers Squibb
547,HELMINTHOSPORIUM SATIVUM,This remedy is used to reduce inflammation and pain caused by arthritis,89.64,AstraZeneca
548,Red Snapper,This drug is prescribed to relieve pain and reduce fever,227.2,Bristol-Myers Squibb
549,equaline anti itch,This drug is used to relieve symptoms of allergies such as sneezing and itching,340.81,AbbVie
550,Bupropion Hydrochloride,This medicine is used to manage anxiety and panic disorders,170.46,AbbVie
551,Dog Fennel,This medication is used to treat high blood pressure,370.92,AbbVie
552,SUPER BB All-in-1 Beauty Balm Powder,This drug is prescribed to relieve pain and reduce fever,381.74,Pfizer
553,mally Lip Defender,This drug is prescribed to relieve pain and reduce fever,132.93,Sanofi
554,Trichophyton Mixture,This medicine is used to manage anxiety and panic disorders,403.92,Pfizer
555,Metoclopramide,This medication is used to treat high blood pressure,69.68,Pfizer
556,Standardized Redtop Grass Pollen,This drug is used to relieve symptoms of allergies such as sneezing and itching,210.65,Pfizer
557,APIS MELLIFICA,This drug is used to relieve symptoms of allergies such as sneezing and itching,258.01,Bristol-Myers Squibb
558,Stimulant Laxative,This prescription helps to control seizures in individuals with epilepsy,476.96,Roche
559,Daytime Severe Cold and Flu Relief,This prescription helps to control seizures in individuals with epilepsy,178.66,GlaxoSmithKline
560,Day Cream SPF 30,This remedy is used to reduce inflammation and pain caused by arthritis,235.47,AstraZeneca
561,Fosinopril Sodium and Hydrochlorothiazide,This remedy is used to treat insomnia and promote sleep.,421.84,Roche
562,ALOMIDE,This remedy is used to reduce inflammation and pain caused by arthritis,474.33,AstraZeneca
563,Chantix,This medication is prescribed to treat depression and improve mood,66.06,Pfizer
564,Oxybutynin Chloride,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,327.56,AbbVie
565,Hydralazine Hydrochloride,This drug is used to relieve symptoms of allergies such as sneezing and itching,60.13,Johnson & Johnson
566,dimethicone,This drug is used to relieve symptoms of allergies such as sneezing and itching,277.73,Merck
567,SPF 30 Sunscreen,This drug is used to relieve symptoms of allergies such as sneezing and itching,59.03,Pfizer
568,Ampicillin,This remedy is used to reduce inflammation and pain caused by arthritis,56.6,Pfizer
569,Diprivan,This drug is prescribed to relieve pain and reduce fever,125.18,GlaxoSmithKline
570,Diltiazem Hydrochloride,This medication is prescribed to treat depression and improve mood,116.69,GlaxoSmithKline
571,Hydrocodone Bitartrate And Acetaminophen,This drug is used to relieve symptoms of allergies such as sneezing and itching,483.18,Johnson & Johnson
572,Clobex,This medication is used to treat high blood pressure,150.8,AstraZeneca
573,FELODIPINEEXTENDED-RELEASE TABLETS,This medicine is used to manage anxiety and panic disorders,103.04,Roche
574,Psorinoheel,This medication is used to treat high blood pressure,379.44,GlaxoSmithKline
575,Delsym,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,113.62,AstraZeneca
576,Doxazosin,This drug is prescribed to relieve pain and reduce fever,275.51,Sanofi
577,TRAMADOL HYDROCHLORIDE,This drug is used to relieve symptoms of allergies such as sneezing and itching,184.99,GlaxoSmithKline
578,Prednisone,This prescription helps to control seizures in individuals with epilepsy,308.32,Novartis
579,Metolazone,This remedy is used to reduce inflammation and pain caused by arthritis,279.91,Johnson & Johnson
580,FUNGUS MD,This medicine is used to manage anxiety and panic disorders,443.58,Johnson & Johnson
581,Lysol,This medication is prescribed to treat depression and improve mood,54.42,Merck
